iter	Logloss
496	0.2360325394
497	0.2359942507
498	0.2359577514
499	0.2359062956
500	0.235879809
501	0.2358342379
502	0.2358030468
503	0.235770057
504	0.2357301191
505	0.235682992
506	0.2356237014
507	0.2355894726
508	0.2355520569
509	0.2354965189
510	0.2354638819
511	0.2354158088
512	0.235353161
513	0.2353159522
514	0.2352500891
515	0.2352041422
516	0.2351663204
517	0.2351231692
518	0.2350742234
519	0.2350428593
520	0.2350074669
521	0.2349764059
522	0.2349126591
523	0.2348780934
524	0.2348301942
525	0.2347830782
526	0.2347315472
527	0.2346675142
528	0.2346268723
529	0.2345947324
530	0.2345455568
531	0.2345115198
532	0.2344789565
533	0.2344335822
534	0.2343768447
535	0.2343284919
536	0.234271763
537	0.2342177327
538	0.2341604206
539	0.2341307193
540	0.2340818624
541	0.2340319317
542	0.2340135285
543	0.2339792167
544	0.2339356118
545	0.233895364
546	0.2338401043
547	0.2338067495
548	0.2337636815
549	0.2337022729
550	0.2336590309
551	0.2336122571
552	0.2335520198
553	0.2335211354
554	0.2334838239
555	0.2334492063
556	0.2333989271
557	0.2333697036
558	0.2333274332
559	0.233296628
560	0.2332630618
561	0.2332434133
562	0.2331928155
563	0.2331366111
564	0.2330884298
565	0.2330080296
566	0.232951982
567	0.2329026172
568	0.2328588923
569	0.2327930955
570	0.2327547429
571	0.2327061877
572	0.2326512357
573	0.2325888771
574	0.2325276544
575	0.2324705234
576	0.232414279
577	0.2323789838
578	0.2323119186
579	0.2322756574
580	0.2322252176
581	0.2321803028
582	0.2321449422
583	0.232114299
584	0.2320669919
585	0.2320221299
586	0.2319768845
587	0.2319172333
588	0.231890717
589	0.2318500532
590	0.2317956186
591	0.2317494121
592	0.2316959266
593	0.2316519399
594	0.231598618
595	0.2315294021
596	0.2314806826
597	0.2314305485
598	0.2313858596
599	0.2313325239
600	0.2312815511
601	0.2312430134
602	0.2312001602
603	0.2311371964
604	0.2310872602
605	0.231030207
606	0.2309908976
607	0.2309593029
608	0.2309227881
609	0.2308913755
610	0.2308423793
611	0.2307980717
612	0.2307427258
613	0.2307047089
614	0.2306613665
615	0.2306194881
616	0.2305893333
617	0.2305438609
618	0.2304539769
619	0.2303904806
620	0.2303474157
621	0.2302917499
622	0.2302578719
623	0.2302087466
624	0.2301503804
625	0.2300932146
626	0.2300297419
627	0.2299682227
628	0.2299214698
629	0.2298678036
630	0.2298342351
631	0.2297969109
632	0.2297362908
633	0.2296936612
634	0.229640173
635	0.2296029694
636	0.2295806652
637	0.229537634
638	0.2294845245
639	0.2294302433
640	0.2293884148
641	0.229345541
642	0.2292991707
643	0.2292486344
644	0.2292079551
645	0.2291475252
646	0.2290869016
647	0.229050589
648	0.22902043
649	0.228991647
650	0.2289555947
651	0.2289176099
652	0.2288608239
653	0.2288023675
654	0.2287555582
655	0.2287171749
656	0.2286781716
657	0.2286416383
658	0.2286080826
659	0.2285540953
660	0.228508498
661	0.2284624485
662	0.2284151468
663	0.2283445239
664	0.2283101512
665	0.2282682936
666	0.228224462
667	0.2281565522
668	0.2280969818
669	0.228046589
670	0.2280179946
671	0.2279682597
672	0.227922091
673	0.2278919892
674	0.2278612753
675	0.2277995734
676	0.2277720778
677	0.227719779
678	0.2276936532
679	0.227654936
680	0.2276357032
681	0.2275695498
682	0.2275430934
683	0.2275118454
684	0.2274674762
685	0.2274087293
686	0.2273528794
687	0.2273147681
688	0.2272726694
689	0.227244896
690	0.227196372
691	0.2271508176
692	0.227134373
693	0.2270926197
694	0.2270666624
695	0.2270265564
696	0.2269916816
697	0.2269467183
698	0.2269101633
699	0.2268628905
700	0.2268154911
701	0.2267853921
702	0.2267376595
703	0.2266875786
704	0.2266354035
705	0.2266017861
706	0.2265727037
707	0.2265398581
708	0.2265041931
709	0.2264689895
710	0.2264340195
711	0.2263945998
712	0.2263355971
713	0.2262803079
714	0.2262275787
715	0.2261766709
716	0.2261180314
717	0.2260784128
718	0.2260249397
719	0.2259756511
720	0.2259244437
721	0.2258738807
722	0.22583329
723	0.2257980982
724	0.2257745451
725	0.2257198741
726	0.225689527
727	0.225608581
728	0.2255661062
729	0.2255208181
730	0.2254522649
731	0.2254055984
732	0.2253690814
733	0.2253078846
734	0.2252716461
735	0.2252424606
736	0.2252005408
737	0.2251700521
738	0.2251240829
739	0.2250949819
740	0.2250394454
741	0.2249836156
742	0.2249238858
743	0.2248914576
744	0.224825863
745	0.2247693335
746	0.2247407202
747	0.2246857545
748	0.2246486155
749	0.2246023402
750	0.2245568769
751	0.2245131247
752	0.2244701701
753	0.2244170395
754	0.2243760145
755	0.2243417744
756	0.2242903261
757	0.2242500759
758	0.2242196509
759	0.2241603264
760	0.2241092695
761	0.2240721532
762	0.2240352623
763	0.2239858558
764	0.2239390976
765	0.2239090887
766	0.2238869107
767	0.223843882
768	0.2238021524
769	0.2237686652
770	0.2237249669
771	0.2236967247
772	0.2236669229
773	0.2236177296
774	0.2235827559
775	0.2235390646
776	0.223506074
777	0.2234740877
778	0.2234335875
779	0.2233981423
780	0.2233449815
781	0.223295916
782	0.2232776194
783	0.2232385408
784	0.2232090101
785	0.2231624671
786	0.2231142686
787	0.223076197
788	0.2230518608
789	0.2230264743
790	0.223007219
791	0.2229652312
792	0.2229335765
793	0.2229164176
794	0.2228826001
795	0.2228444876
796	0.2228188294
797	0.222789248
798	0.2227592515
799	0.222724286
800	0.2226750787
801	0.2226408348
802	0.222601526
803	0.2225820034
804	0.2225377367
805	0.2224843971
806	0.2224651845
807	0.2224401402
808	0.2224173928
809	0.2223448919
810	0.2223019752
811	0.2222636351
812	0.2222226909
813	0.2221586234
814	0.2221228427
815	0.2220947724
816	0.2220450283
817	0.2219928069
818	0.2219525386
819	0.2219062571
820	0.2218651928
821	0.2218229398
822	0.2217843815
823	0.2217368001
824	0.2217073817
825	0.2216804398
826	0.2216548433
827	0.2216150714
828	0.2215950476
829	0.221555813
830	0.2215294037
831	0.2215011906
832	0.2214471304
833	0.2214153539
834	0.2213592919
835	0.2213436693
836	0.22131116
837	0.2212832492
838	0.221240875
839	0.2212088498
840	0.2211802951
841	0.2211333633
842	0.2211036471
843	0.2210783094
844	0.2210198725
845	0.2209952356
846	0.2209705393
847	0.2209060211
848	0.2208648093
849	0.2208424568
850	0.2207919526
851	0.220742225
852	0.2206673769
853	0.2206231011
854	0.2206027243
855	0.2205669823
856	0.2205271988
857	0.2204937206
858	0.2204562697
859	0.2204268709
860	0.2204063167
861	0.2203724038
862	0.2203549285
863	0.2203205599
864	0.2202490584
865	0.2202111325
866	0.2201802035
867	0.2201492816
868	0.2201174384
869	0.22008013
870	0.2200652691
871	0.2200216028
872	0.2199810769
873	0.2199420727
874	0.219892436
875	0.2198762826
876	0.2198469837
877	0.2198123085
878	0.2197416865
879	0.2196976955
880	0.2196651223
881	0.2196487911
882	0.2196313012
883	0.2195939036
884	0.2195448569
885	0.2195188674
886	0.219503926
887	0.2194784206
888	0.2194512389
889	0.2194244952
890	0.219367087
891	0.2193295923
892	0.219300095
893	0.2192562352
894	0.2192182611
895	0.2191902297
896	0.2191625819
897	0.2191380875
898	0.2191073843
899	0.2190735927
900	0.2190298488
901	0.2189717375
902	0.2188909203
903	0.2188580639
904	0.2188047336
905	0.218772221
906	0.2187240583
907	0.2186669382
908	0.218650109
909	0.2186345291
910	0.2185780543
911	0.2185358005
912	0.2185090359
913	0.2184835843
914	0.2184343041
915	0.2184009678
916	0.2183582323
917	0.2183299576
918	0.2182920467
919	0.2182459874
920	0.2182093883
921	0.2181456499
922	0.2181270686
923	0.2180873721
924	0.2180437947
925	0.2180037505
926	0.2179630619
927	0.2179398924
928	0.2179037344
929	0.2178375437
930	0.2177987019
931	0.2177451995
932	0.2177193289
933	0.2176841082
934	0.2176407174
935	0.2175918004
936	0.217564346
937	0.2175333408
938	0.2175001641
939	0.2174423909
940	0.2174068942
941	0.217373877
942	0.2173247222
943	0.2172957195
944	0.217249701
945	0.2172151564
946	0.2171746508
947	0.2171422972
948	0.217101588
949	0.2170632879
950	0.2169976423
951	0.2169705187
952	0.2169034618
953	0.2168748333
954	0.2168027633
955	0.2167625058
956	0.216732618
957	0.2167019801
958	0.2166740933
959	0.2166478306
960	0.2166122116
961	0.2165889103
962	0.2165632562
963	0.2165253414
964	0.2164798974
965	0.2164366277
966	0.2163805624
967	0.2163410994
968	0.2163162016
969	0.2163023737
970	0.2162413641
971	0.2162023329
972	0.2161682799
973	0.2161249942
974	0.2160695697
975	0.2160100014
976	0.2159746247
977	0.2159332434
978	0.2158989137
979	0.2158550791
980	0.215818817
981	0.2157839617
982	0.2157531878
983	0.215717735
984	0.2156800291
985	0.2156492254
986	0.2156015588
987	0.2155391535
988	0.2155012205
989	0.2154653178
990	0.215444237
991	0.2153987126
992	0.2153600853
993	0.2153225551
994	0.2152754386
995	0.2152437321
996	0.2152009554
997	0.2151594236
998	0.215133762
999	0.2151107267
