feature,importance
points_in_wallet,0.8226342501178733
opportunity_size_usd,0.10573423986086491
feedback,0.054942103726914694
days_since_last_login,0.009188172097895313
preferred_offer_types,0.0023323817040222677
technology_primary,0.0020241030484562075
past_complaint,0.001579806115566101
joined_through_referral,0.0015649433284070787
